AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,69.0,108.0,99.0,107.0,117.0,189.0,235.0
Cash_from_Operations,374.0,452.0,442.0,986.0,963.0,991.0,984.0
Diluted_EPS,-2.962,5.487,6.774,8.235,5.524,5.143,4.165
Goodwill_Intangibles,1095.0,1113.0,1031.0,2497.0,2239.0,3086.0,2665.0
LT_Debt,6418.0,5575.0,5238.0,6006.0,5224.0,4928.0,4792.0
Net_Income,-255.0,507.0,672.0,854.0,611.0,612.0,529.0
Revenue,2160.0,4043.0,3931.0,3806.0,3692.0,4878.0,5281.0
Shares_Diluted,86.1,92.4,99.2,103.7,110.6,119.0,127.0
Total_Assets,7613.0,7453.0,7158.0,10450.0,9819.0,9591.0,9679.0
Total_Liabilities,8588.0,7983.0,7732.0,9681.0,9105.0,8641.0,8424.0
